car_name,car_price_in_rupees,,kms_driven,fuel_type,city,year_of_manufacture
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 5.97 ,,"57,498 km",Diesel,Delhi,2017
Toyota Etios GD,₹ 5.5 ,,"1,69,100 km",Diesel,Ambattur,2015
Maruti Suzuki Swift ZXi,₹ 4.79 ,,"24,389 km",Petrol,Delhi,2016
Tata Harrier XZ [2019-2020],₹ 16.2 ,,"21,077 km",Diesel,Thane,2019
Tata Nexon EV XZ Plus,₹ 14.75 ,,"21,065 km",Electric,Thane,2022
Honda Jazz ZX CVT,₹ 10.24 ,,"9,838 km",Petrol,Pune,2021
Hyundai Venue SX 1.0 (O) Petrol [2019-2020],₹ 11.75 ,,"24,410 km",Petrol,Hyderabad,2020
Hyundai Elite i20 Asta 1.2 Dual Tone,₹ 7.15 ,,"14,000 km",Petrol,Thane,2018
Maruti Suzuki Ciaz S 1.4 MT,₹ 6.86 ,,"21,880 km",Petrol,Delhi,2018
Maruti Suzuki Swift VDi ABS [2014-2017],₹ 6.45 ,,"69,939 km",Diesel,Bangalore,2016
Volkswagen Polo Trendline 1.2L (P),₹ 6.09 ,,"25,501 km",Petrol,Bangalore,2017
Hyundai Creta 1.6 S Petrol,₹ 8.28 ,,"78,623 km",Petrol,Delhi,2016
Kia Seltos GTK 1.4 Dual Tone [2019-2020],₹ 11.05 ,,"25,483 km",Petrol,Kolkata,2019
Maruti Suzuki Ciaz Alpha 1.4 AT,₹ 7.35 ,,"46,993 km",Petrol,Thane,2017
Maruti Suzuki Alto 800 LXi (O),₹ 3.66 ,,"4,697 km",Petrol,Delhi,2020
Maruti Suzuki Wagon R 1.0 VXI+ AMT,₹ 4.3 ,,"53,000 km",Petrol,Ahmedabad,2016
Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],₹ 8.12 ,,"61,867 km",Petrol,Delhi,2019
Maruti Suzuki S-Cross Zeta 1.3,₹ 9.5 ,,"28,016 km",Diesel,Hyderabad,2018
Ford EcoSport Titanium 1.5L TDCi,₹ 7.9 ,,"71,400 km",Diesel,Ahmedabad,2017
Ford Endeavour Titanium Plus 2.2 4x2 AT,₹ 35.95 ,,"27,635 km",Diesel,Bangalore,2019
Jeep Compass Limited 1.4 Petrol AT [2017-2020],₹ 12.85 ,,"48,179 km",Petrol,Mumbai,2018
Renault Captur RXL Petrol,₹ 7.79 ,,"99,938 km",Petrol,Bangalore,2018
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 5.66 ,,"12,842 km",Petrol,Kolkata,2019
Toyota Yaris J MT,₹ 10.27 ,,"8,465 km",Petrol,Delhi,2021
Renault Triber RXL [2019-2020],₹ 5.39 ,,"30,040 km",Petrol,Kolkata,2019
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 7.25 ,,"45,745 km",Petrol,Hyderabad,2020
Audi A6 35 TDI Matrix,₹ 31.75 ,,"62,410 km",Diesel,Bangalore,2016
Hyundai Grand i10 Asta 1.2 Kappa VTVT,₹ 5.4 ,,"29,135 km",Petrol,Thane,2017
Mercedes-Benz S-Class Maybach S 500,₹ 1.19 Crore,,"24,500 km",Petrol,Kolkata,2017
Hyundai Verna 1.6 VTVT SX,₹ 9.92 ,,"8,000 km",Petrol,Delhi,2019
Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,₹ 8.39 ,,"40,000 km",Petrol,Ahmedabad,2018
Maruti Suzuki Wagon R 1.0 VXI,₹ 4 ,,"48,502 km",Petrol,Faridabad,2017
Datsun redi-GO T(O) 1.0,₹ 4.65 ,,"10,655 km",Petrol,Chennai,2021
Ford Fiesta Classic SXi 1.4 TDCi,₹ 1.85 ,,"55,000 km",Diesel,Kolkata,2011
Mahindra Alturas G4 4WD AT [2018-2020],₹ 21.45 ,,"40,180 km",Diesel,Kolkata,2019
Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT,₹ 7.29 ,,"33,863 km",Petrol,Bangalore,2021
Maruti Suzuki Ritz Vxi (ABS) BS-IV,₹ 3.57 ,,"40,877 km",Petrol,Pune,2013
Honda City VX CVT,₹ 7.85 ,,"61,123 km",Petrol,Noida,2016
Volvo XC60 Kinetic,₹ 26 ,,"82,807 km",Diesel,Hyderabad,2016
Hyundai Alcazar Prestige (O) 6 STR 2.0 Petrol AT,₹ 18.75 ,,"2,293 km",Petrol,Ahmedabad,2021
Renault Kwid 1.0 RXT [2016-2019],₹ 4.49 ,,"28,213 km",Petrol,Bangalore,2018
Maruti Suzuki Swift VXi [2014-2017],₹ 6.99 ,,"15,400 km",Petrol,Bangalore,2018
BMW 3 Series 320d Sport Line,₹ 11.5 ,,"38,000 km",Diesel,Kolkata,2013
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.91 ,,"63,148 km",Petrol,Bangalore,2015
Mahindra Bolero Power Plus ZLX [2016-2019],₹ 6.5 ,,"91,752 km",Diesel,Hyderabad,2016
Maruti Suzuki Ertiga ZXi,₹ 5.95 ,,"67,590 km",Petrol,Mumbai,2014
Maruti Suzuki Swift DZire ZXI,₹ 4.95 ,,"66,784 km",Petrol,Thane,2015
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 3.85 ,,"73,000 km",Petrol,Noida,2014
Ford Endeavour Titanium Plus 2.2 4x2 AT,₹ 35.95 ,,"27,000 km",Diesel,Bangalore,2019
Maruti Suzuki Alto 800 Lxi,₹ 3.3 ,,"21,857 km",Petrol,Pune,2018
Maruti Suzuki Alto LXi BS-III,₹ 2 ,,"60,506 km",Petrol,Hyderabad,2009
Hyundai Santro Sportz CNG [2018-2020],₹ 4.99 ,,"39,598 km",CNG,Mumbai,2020
Maruti Suzuki Ciaz ZDi+ SHVS,₹ 4.99 ,,"48,196 km",Diesel,Kolkata,2016
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.13 ,,"27,433 km",Petrol,Kolkata,2016
Honda Jazz V Petrol,₹ 5.45 ,,"60,857 km",Petrol,Mumbai,2017
Land Rover Discovery Sport HSE,₹ 32.99 ,,"46,328 km",Diesel,Kolkata,2017
Mercedes-Benz GLA 200 CDI Sport,₹ 16.5 ,,"75,000 km",Diesel,Faridabad,2015
Hyundai Verna SX Plus 1.6 CRDi AT,₹ 12 ,,"41,197 km",Diesel,Thane,2019
Volkswagen Ameo Comfortline 1.2L (P),₹ 5.5 ,,"40,000 km",Petrol,Ahmedabad,2017
Datsun GO Plus T,₹ 3.25 ,,"24,921 km",Petrol,Thane,2016
Toyota Yaris G CVT [2018-2020],₹ 8.04 ,,"14,839 km",Petrol,Pune,2018
Maruti Suzuki Celerio VXi AMT [2017-2019],₹ 4.48 ,,"80,306 km",Petrol,Pune,2017
Honda City VX CVT,₹ 7.5 ,,"49,419 km",Petrol,Thane,2016
Honda Jazz V AT Petrol,₹ 6.5 ,,"29,206 km",Petrol,Ahmedabad,2017
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 14.45 ,,"37,499 km",Petrol,Mumbai,2019
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],₹ 5.35 ,,"41,017 km",Petrol,Mumbai,2015
Mercedes-Benz CLS 350,₹ 29 ,,"47,000 km",Petrol,Ahmedabad,2014
Ford EcoSport Titanium 1.5L Ti-VCT Black Edition AT,₹ 9.01 ,,"15,386 km",Petrol,Kolkata,2020
Toyota Innova 2.5 G BS IV 7 STR,₹ 14.35 ,,"45,530 km",Diesel,Bangalore,2015
Hyundai i10 Sportz 1.2 Kappa2,₹ 3.65 ,,"57,000 km",Petrol,Ahmedabad,2014
Maruti Suzuki Celerio VXi (O) CNG [2019-2020],₹ 5.58 ,,"89,495 km",CNG,Pune,2019
Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 4.7 ,,"51,722 km",Petrol,Hyderabad,2016
BMW 5 Series 520d M Sport,₹ 57.5 ,,"45,700 km",Diesel,Ahmedabad,2020
Honda WR-V VX MT Diesel,₹ 7.75 ,,"46,945 km",Diesel,Delhi,2018
Ford EcoSport Titanium 1.5L TDCi,₹ 7.02 ,,"27,117 km",Diesel,Delhi,2017
Jeep Compass Limited 1.4 Petrol AT [2017-2020],₹ 16.5 ,,"63,000 km",Petrol,Hyderabad,2017
Mercedes-Benz C-Class C 220d Progressive [2018-2019],₹ 32.5 ,,"40,378 km",Diesel,Bangalore,2018
Maruti Suzuki Ertiga ZDI SHVS,₹ 7.9 ,,"1,10,399 km",Diesel,Hyderabad,2015
Maruti Suzuki S-Cross Zeta 1.3,₹ 6.5 ,,"45,000 km",Diesel,Thane,2015
Kia Sonet GTX Plus 1.5 [2020-2021],₹ 12.6 ,,"40,089 km",Diesel,Mumbai,2020
Land Rover Range Rover 4.4 SDV8 Autobiography LWB,₹ 1.95 Crore,,"45,000 km",Diesel,Ahmedabad,2018
Volkswagen Polo Comfortline 1.5L (D),₹ 7.3 ,,"46,354 km",Diesel,Hyderabad,2018
Hyundai Santro Magna [2018-2020],₹ 4.09 ,,"4,441 km",Petrol,Kolkata,2019
Maruti Suzuki Baleno Zeta,₹ 6.15 ,,"36,146 km",Petrol,Mumbai,2017
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 11.61 ,,"16,768 km",Petrol,Pune,2020
Honda City V,₹ 9.99 ,,"21,691 km",Petrol,Bangalore,2019
Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],₹ 14.45 ,,"67,420 km",Diesel,Kolkata,2020
Hyundai i20 Sportz (AT) 1.4,₹ 4.99 ,,"41,999 km",Petrol,Bangalore,2013
Maruti Suzuki Baleno Alpha Automatic,₹ 6.75 ,,"62,000 km",Petrol,Ahmedabad,2018
Tata Nexon XZ,₹ 9.75 ,,"3,200 km",Petrol,Chennai,2021
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 3.87 ,,"47,747 km",CNG,Pune,2014
Hyundai i20 Asta 1.0 Turbo DCT,₹ 9.75 ,,"14,746 km",Petrol,Ahmedabad,2021
Audi A3 35 TDI Technology + Sunroof,₹ 16.5 ,,"78,597 km",Diesel,Ahmedabad,2014
Honda Amaze 1.2 VX i-VTEC,₹ 4.09 ,,"82,075 km",Petrol,Pune,2013
Honda City SV,₹ 6.5 ,,"45,000 km",Petrol,Ambattur,2015
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.5 ,,"55,000 km",Petrol,Ahmedabad,2015
Maruti Suzuki Ertiga VXi,₹ 9.56 ,,"19,900 km",Petrol,Gurgaon,2020
Honda Amaze 1.2 S CVT Petrol [2018-2020],₹ 5.25 ,,"36,000 km",Petrol,Ahmedabad,2016
Nissan Micra XL (O) [2013-2016],₹ 4 ,,"57,000 km",Petrol + 1,Ambattur,2013
Maruti Suzuki Alto 800 Vxi,₹ 2.23 ,,"27,233 km",Petrol,Kolkata,2014
Toyota Innova Crysta GX 2.4 7 STR,₹ 22.99 ,,"21,396 km",Diesel,Bangalore,2019
Tata Nexon EV XZ Plus,₹ 15.5 ,,"48,400 km",Electric,Bangalore,2020
Hyundai Venue S Plus 1.2 Petrol,₹ 8.31 ,,"7,432 km",Petrol,Chennai,2020
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 3.75 ,,"68,695 km",CNG,Mumbai,2014
Renault Kwid Neotech RXL 1.0 MT,₹ 4.6 ,,"13,150 km",Petrol,Ambattur,2021
Hyundai Elite i20 Era 1.2,₹ 4.4 ,,"36,000 km",Petrol,Kolkata,2017
Skoda Rapid 1.5 TDI CR Elegance,₹ 6.2 ,,"1,09,335 km",Diesel,Hyderabad,2015
Kia Seltos GTX Plus 1.4 [2020-2021],₹ 15.51 ,,"10,400 km",Petrol,Ahmedabad,2022
Tata Altroz XZ Plus Petrol,₹ 8.49 ,,"11,178 km",Petrol,Bangalore,2021
Maruti Suzuki Wagon R 1.0 LXi,₹ 2.35 ,,"66,000 km",Petrol,Noida,2012
Honda Amaze 1.2 E i-VTEC,₹ 4.65 ,,"33,046 km",Petrol,Mumbai,2016
Hyundai i20 Sportz 1.2,₹ 3.65 ,,"64,000 km",Petrol,Noida,2013
Mahindra Marazzo M4 8 STR,₹ 11.49 ,,"20,473 km",Diesel,Bangalore,2019
Honda City VX CVT,₹ 7.75 ,,"62,000 km",Petrol,Ahmedabad,2015
Maruti Suzuki Alto 800 LXi (O) CNG,₹ 5 ,,"37,228 km",CNG,Pune,2021
Toyota Camry Hybrid [2015-2017],₹ 48.5 ,,700 km,Petrol,Pune,2022
Hyundai Santro Sportz [2018-2020],₹ 5.29 ,,"43,189 km",Petrol,Pune,2019
Audi Q3 35 TDI Premium,₹ 15.13 ,,"65,000 km",Diesel,Ahmedabad,2015
Ford Figo Duratec Petrol ZXI 1.2,₹ 2.49 ,,"71,000 km",Petrol,Thane,2014
Maruti Suzuki Swift ZDi AMT,₹ 8 ,,"60,161 km",Diesel,Thane,2019
Maruti Suzuki Ciaz Delta 1.3 Hybrid,₹ 5.97 ,,"57,498 km",Diesel,Delhi,2017
Tata Nexon XZ Plus Diesel,₹ 9.6 ,,"37,845 km",Diesel,Thane,2019
Mahindra KUV100 K2 D 6 STR,₹ 4.25 ,,"20,338 km",Diesel,Ahmedabad,2017
Skoda Octavia 1.8 TSI Ambition Plus AT,₹ 15.23 ,,"38,842 km",Petrol,Pune,2016
Maruti Suzuki Celerio VXi,₹ 3.94 ,,"76,775 km",Petrol,Pune,2016
Maruti Suzuki Dzire VXi AMT,₹ 7.29 ,,"39,439 km",Petrol,Bangalore,2018
Maruti Suzuki Swift VXi ABS,₹ 5.2 ,,"81,869 km",Petrol,Chennai,2017
Ford EcoSport Titanium 1.5L TDCi,₹ 7.9 ,,"56,204 km",Diesel,Ahmedabad,2017
Honda BR-V S Petrol,₹ 7.75 ,,"49,889 km",Petrol,Mumbai,2018
Maruti Suzuki S-Presso VXi,₹ 4.75 ,,"7,942 km",Petrol,Thane,2021
Jaguar XF 2.2 Diesel Luxury,₹ 23 ,,"83,358 km",Diesel,Hyderabad,2013
Hyundai i20 Active 1.2 S,₹ 4.93 ,,"50,307 km",Petrol,Kolkata,2016
Audi Q3 35 TDI Premium + Sunroof,₹ 17.99 ,,"21,894 km",Diesel,Kolkata,2016
Ford EcoSport Titanium 1.5 TDCi (Opt),₹ 4.9 ,,"52,613 km",Diesel,Kolkata,2015
Maruti Suzuki Baleno Delta 1.2 AT,₹ 6.51 ,,"59,468 km",Petrol,Mumbai,2018
Hyundai Eon 1.0 Kappa Magna AirBag,₹ 3.6 ,,"16,205 km",Petrol,Pune,2015
Maruti Suzuki Celerio ZXi (O) AMT [2019-2020],₹ 4.25 ,,"41,624 km",Petrol,Pune,2017
Maruti Suzuki Ertiga VDi,₹ 7.3 ,,"1,20,000 km",Diesel,Hyderabad,2015
Hyundai Creta SX 1.6 AT Petrol,₹ 13.5 ,,"33,815 km",Petrol,Ahmedabad,2018
Renault Duster 110 PS RxZ AWD,₹ 9.99 ,,"41,591 km",Diesel,Bangalore,2017
Renault Duster 110 PS RXL 4X2 AMT [2016-2017],₹ 7.95 ,,"82,000 km",Diesel,Hyderabad,2018
Maruti Suzuki Alto K10 VXi,₹ 3.45 ,,"44,288 km",Petrol,Delhi,2019
Maruti Suzuki S-Presso VXi,₹ 4.55 ,,"7,082 km",Petrol,Kolkata,2020
Mahindra Scorpio S2,₹ 9.29 ,,"36,624 km",Diesel,Bangalore,2015
Maruti Suzuki Ritz Zxi BS-IV,₹ 3.9 ,,"51,000 km",Petrol,Hyderabad,2014
Ford Aspire Titanium 1.2 Ti-VCT,₹ 5.5 ,,"24,954 km",Petrol,Ahmedabad,2017
Jeep Compass Longitude (O) 2.0 Diesel [2017-2020],₹ 12.24 ,,"54,441 km",Diesel,Pune,2017
Maruti Suzuki Alto K10 VXi,₹ 1.99 ,,"34,579 km",Petrol,Pune,2012
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 6.15 ,,"23,000 km",CNG,Thane,2020
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 13.5 ,,"35,000 km",Petrol,Mumbai,2018
Mercedes-Benz AMG A35 4MATIC,₹ 52 ,,"1,700 km",Petrol,Pune,2021
Volkswagen Ameo Highline Plus 1.5L AT (D)16 Alloy,₹ 5.15 ,,"30,000 km",Diesel,Kolkata,2016
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],₹ 10.63 ,,"11,140 km",Petrol,Pune,2020
Tata Safari XZA Plus,₹ 23.49 ,,"19,075 km",Diesel,Bangalore,2021
Mercedes-Benz E-Class E250 CDI Avantgarde,₹ 17.9 ,,"1,14,686 km",Diesel,Mumbai,2014
Ford Figo Titanium 1.5 Ti-VCT AT,₹ 6.5 ,,"38,603 km",Petrol,Hyderabad,2019
Maruti Suzuki SX4 ZXI MT BS-IV,₹ 2.45 ,,"67,860 km",Petrol,Thane,2010
Maruti Suzuki Alto K10 VXi [2014-2019],₹ 3.36 ,,"40,510 km",Petrol,Delhi,2018
Hyundai Elite i20 Magna Executive 1.2,₹ 5.19 ,,"19,905 km",Petrol,Kolkata,2017
Jaguar XE Prestige,₹ 24 ,,"21,000 km",Petrol,Kolkata,2017
Hyundai Eon D-Lite +,₹ 3.29 ,,"28,104 km",Petrol,Bangalore,2014
Mercedes-Benz C-Class C 300d AMG line,₹ 49 ,,"23,400 km",Diesel,Pune,2020
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 7.75 ,,"32,000 km",Petrol,Chennai,2019
Hyundai Creta SX Plus 1.6  Petrol,₹ 7.9 ,,"58,289 km",Petrol,Thane,2015
Hyundai Venue SX Plus 1.0 Turbo DCT,₹ 11.45 ,,"11,457 km",Petrol,Bangalore,2019
Tata Nexon EV Prime XZ Plus Dark Edition,₹ 15.25 ,,"5,000 km",Electric,Mumbai,2022
Honda Amaze 1.2 VX i-VTEC,₹ 6.5 ,,"73,699 km",Petrol,Chennai,2016
Hyundai Elite i20 Sportz 1.2 (O),₹ 5.25 ,,"68,766 km",Petrol,Mumbai,2015
Honda WR-V VX MT Petrol,₹ 6.95 ,,"30,902 km",Petrol,Mumbai,2017
Honda City VX CVT,₹ 7.35 ,,"66,684 km",Petrol,Mumbai,2015
Toyota Urban Cruiser Premium Grade MT,₹ 9.85 ,,"8,134 km",Petrol,Thane,2021
Hyundai Venue SX (O) 1.0 Turbo iMT,₹ 9.64 ,,"24,432 km",Petrol,Kolkata,2021
Hyundai i10 Magna 1.2 Kappa2,₹ 2.86 ,,"58,734 km",Petrol,Pune,2011
Hyundai i10 Magna 1.2 Kappa2,₹ 3.25 ,,"15,780 km",Petrol,Thane,2013
Datsun GO T,₹ 2.65 ,,"44,760 km",Petrol,Mumbai,2014
Hyundai Creta S 1.5 Petrol [2020-2022],₹ 13.2 ,,"17,000 km",Petrol,Thane,2021
Hyundai Creta 1.6 SX (O),₹ 9.7 ,,"1,17,295 km",Diesel,Hyderabad,2015
Hyundai Eon D-Lite,₹ 2.5 ,,"62,000 km",Petrol,Poonamallee,2014
Hyundai Creta 1.4 S,₹ 11.75 ,,"43,300 km",Diesel,Ahmedabad,2019
Honda Amaze 1.2 V CVT Petrol [2018-2020],₹ 7.75 ,,"15,899 km",Petrol,Ahmedabad,2020
Mahindra Alturas G4 4WD AT,₹ 22.5 ,,"76,187 km",Diesel,Kolkata,2020
Hyundai Elite i20 Asta 1.2,₹ 5.21 ,,"59,194 km",Petrol,Mumbai,2015
Kia Seltos HTX 1.5 Dual Tone [2019-2020],₹ 16.67 ,,"13,841 km",Petrol,Pune,2021
Maruti Suzuki Swift LXi Special Edition,₹ 7 ,,"11,000 km",Petrol,Chennai,2019
Hyundai Creta 1.6 SX Plus AT Petrol,₹ 12.25 ,,"24,128 km",Petrol,Thane,2018
Volkswagen Vento Highline Diesel AT [2015-2016],₹ 8.14 ,,"96,710 km",Diesel,Pune,2017
Mahindra Thar LX Hard Top Diesel MT,₹ 16.25 ,,"38,500 km",Diesel,Hyderabad,2020
Honda WR-V S MT Petrol,₹ 6.25 ,,"23,798 km",Petrol,Ahmedabad,2017
Tata Altroz XT Petrol,₹ 7.37 ,,"5,918 km",Petrol,Chennai,2021
Hyundai Santro Sportz AMT,₹ 6.06 ,,"5,231 km",Petrol,Pune,2020
Skoda Laura Elegance 2.0 TDI CR AT,₹ 5.95 ,,"78,000 km",Diesel,Thane,2013
Hyundai Creta SX 1.6 AT Petrol,₹ 12.9 ,,"60,038 km",Petrol,Ahmedabad,2019
Maruti Suzuki Ciaz Delta 1.4 AT,₹ 7.4 ,,"48,279 km",Petrol,Mumbai,2017
Nissan Micra Active XL,₹ 3.25 ,,"56,000 km",Petrol,Ahmedabad,2017
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 5.09 ,,"45,907 km",Petrol,Bangalore,2017
Hyundai i20 Asta 1.0 Turbo IMT,₹ 9.95 ,,"8,566 km",Petrol,Thane,2021
Skoda Octavia 2.0 TDI CR Style Plus AT [2017],₹ 15.21 ,,"97,050 km",Diesel,Pune,2017
Maruti Suzuki Swift ZXi,₹ 6.95 ,,"50,000 km",Petrol,Thane,2021
Toyota Corolla Altis VL AT Petrol,₹ 12 ,,"86,000 km",Petrol,Ahmedabad,2018
BMW X1 sDrive20d xLine,₹ 32.75 ,,"67,337 km",Diesel,Bangalore,2018
Ford Endeavour Titanium Plus 3.2 4x4 AT,₹ 31.25 ,,"59,000 km",Diesel,Faridabad,2019
Land Rover Range Rover Evoque SE R-Dynamic,₹ 59.99 ,,"45,195 km",Diesel,Kolkata,2021
Ford Endeavour Titanium 3.2 4x4 AT,₹ 27 ,,"71,000 km",Diesel,Ahmedabad,2018
Skoda Rapid Style 1.5 TDI AT,₹ 8.25 ,,"1,23,000 km",Diesel,Hyderabad,2017
Maruti Suzuki Baleno Delta 1.2,₹ 6.07 ,,"24,695 km",Petrol,Delhi,2019
Maruti Suzuki Celerio VXi,₹ 3.85 ,,"62,228 km",Petrol,Noida,2015
Honda City V Diesel,₹ 6.5 ,,"80,000 km",Diesel,Hyderabad,2015
Maruti Suzuki Swift VXi,₹ 3.75 ,,"22,500 km",Petrol,Thane,2013
Ford Classic 1.4 TDCi CLXi,₹ 3.3 ,,"1,06,587 km",Diesel,Hyderabad,2013
Land Rover Freelander 2 HSE SD4,₹ 9.5 ,,"75,000 km",Diesel,Kolkata,2012
Ford Endeavour Titanium 2.2 4x2 AT,₹ 29.95 ,,"28,466 km",Diesel,Mumbai,2018
Hyundai Santa Fe 2WD MT [2014-2017],₹ 10.25 ,,"87,642 km",Diesel,Thane,2015
Toyota Etios Liva GD,₹ 5.4 ,,"65,243 km",Diesel,Bangalore,2013
Volkswagen Polo Comfortline 1.2L (P),₹ 5.2 ,,"90,381 km",Petrol,Hyderabad,2015
Honda WR-V VX MT Diesel,₹ 8.53 ,,"84,439 km",Diesel,Chennai,2018
Renault Kwid CLIMBER 1.0 AMT,₹ 4.85 ,,"20,916 km",Petrol,Mumbai,2019
Audi A6 2.0 TFSi Technology Pack,₹ 72 ,,"20,000 km",Petrol,Bangalore,2021
Maruti Suzuki S-Presso VXi Plus,₹ 4.76 ,,70 km,Petrol,Delhi,2021
Mahindra XUV500 W11 AT,₹ 20.49 ,,"45,350 km",Diesel,Bangalore,2020
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 22.25 ,,"36,283 km",Diesel,Mumbai,2018
Maruti Suzuki Dzire ZXi Plus,₹ 7.45 ,,"26,450 km",Petrol,Pune,2019
Maruti Suzuki Ertiga ZXi,₹ 6.45 ,,"62,285 km",Petrol,Hyderabad,2013
Mahindra Thar LX 4-STR Hard Top Petrol AT,₹ 17.95 ,,"5,438 km",Petrol,Bangalore,2021
Toyota Corolla Altis VL AT Petrol,₹ 10.02 ,,"88,105 km",Petrol,Delhi,2016
Honda City SV,₹ 5.56 ,,"78,529 km",Petrol,Delhi,2015
Honda Jazz S MT [2015-2016],₹ 6.75 ,,"33,000 km",Petrol,Hyderabad,2018
Audi Q5 30 TDI Premium Edition,₹ 17.5 ,,"1,33,000 km",Diesel,Ahmedabad,2015
Maruti Suzuki Ciaz Delta 1.4 AT,₹ 7.49 ,,"53,197 km",Petrol,Bangalore,2017
Maruti Suzuki S-Cross Zeta 1.3,₹ 7.75 ,,"15,629 km",Diesel,Mumbai,2017
Volkswagen Vento Highline Diesel AT,₹ 6.25 ,,"95,860 km",Diesel,Hyderabad,2014
Maruti Suzuki Dzire VXi AMT,₹ 7.29 ,,"39,439 km",Petrol,Bangalore,2018
Hyundai Verna EX 1.6 CRDi [2017-2018],₹ 8.79 ,,"91,495 km",Diesel,Pune,2017
Toyota Innova Crysta 2.8 GX AT 7 STR [2016-2020],₹ 13.69 ,,"1,77,700 km",Diesel,Gurgaon,2017
Maruti Suzuki Baleno Zeta,₹ 6.21 ,,"29,093 km",Petrol,Kolkata,2018
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 8.59 ,,"74,280 km",Petrol,Pune,2018
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],₹ 4.3 ,,"22,676 km",Petrol,Delhi,2015
Honda City 1.5 V MT,₹ 3.25 ,,"77,000 km",Petrol,Noida,2010
Skoda Superb Style TSI AT,₹ 16.99 ,,"38,818 km",Petrol,Thane,2017
Hyundai Elantra 1.6 SX MT,₹ 5.65 ,,"66,666 km",Diesel,Mumbai,2013
Maruti Suzuki Alto LXi BS-III,₹ 2.85 ,,"62,000 km",Petrol,Hyderabad,2011
Hyundai i10 1.1L iRDE Magna Special Edition,₹ 3.25 ,,"63,000 km",Petrol,Ahmedabad,2014
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],₹ 5.24 ,,"58,184 km",Petrol,Pune,2016
Ford EcoSport Trend 1.5L TDCi,₹ 3.5 ,,"80,600 km",Diesel,Gurgaon,2015
Volkswagen Vento Highline Petrol,₹ 8.5 ,,"40,912 km",Petrol,Ahmedabad,2019
Maruti Suzuki S-Presso VXi Plus,₹ 4.6 ,,"9,323 km",Petrol,Kolkata,2020
Mahindra Marazzo M2 8 STR,₹ 15 ,,"5,300 km",Diesel,Poonamallee,2022
Honda Jazz ZX,₹ 8.08 ,,"5,870 km",Petrol,Kolkata,2021
Honda City VX CVT,₹ 6.75 ,,"66,608 km",Petrol,Thane,2015
Hyundai Elite i20 Asta 1.2,₹ 7.89 ,,"41,068 km",Petrol,Bangalore,2018
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 8.25 ,,"40,532 km",Petrol,Bangalore,2017
Honda City VX CVT,₹ 7.25 ,,"48,146 km",Petrol,Mumbai,2015
Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],₹ 15.45 ,,"27,710 km",Diesel,Mumbai,2020
Maruti Suzuki Baleno Delta,₹ 5.8 ,,"49,000 km",Petrol,Pallikarnai,2019
Hyundai Xcent S 1.2 (O),₹ 4.25 ,,"11,628 km",Petrol,Kolkata,2015
Maruti Suzuki Alto K10 VXi,₹ 1.81 ,,"63,250 km",Petrol,Delhi,2012
Mahindra Thar LX Convertible Diesel MT,₹ 18 ,,"4,600 km",Diesel,Hyderabad,2022
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 24.5 ,,"35,531 km",Diesel,Mumbai,2019
Maruti Suzuki Ciaz Zeta 1.4 MT,₹ 10.87 ,,"19,586 km",Petrol,Pune,2019
Maruti Suzuki Alto K10 VXi,₹ 3.73 ,,"17,815 km",Petrol,Delhi,2019
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 28.75 ,,"51,000 km",Diesel,Hyderabad,2018
MG Hector Sharp 1.5 DCT Petrol [2019-2020],₹ 15.99 ,,"29,988 km",Petrol,Bangalore,2020
Nissan Terrano XL (D),₹ 5.7 ,,"1,21,000 km",Diesel,Ahmedabad,2014
